"date","favorites","id","isRetweet","retweets","text"
"1472477404000","18084","770252177512230912","False","5576","Crooked Hillary's brainpower is highly overrated.Probably why her decision making is so bad or, as stated by Bernie S, she has BAD JUDGEMENT"
"1472476982000","24435","770250409843777536","False","8559","Does anyone know that Crooked Hillary, who tried so hard, was unable to pass the Bar Exams in Washington D.C. She was forced to go elsewhere"
"1472476667000","10975","770249086255661056","False","3354","""@PMNOrlando: @realDonaldTrump I know of NO ONE voting for Crooked Hillary! Her rallies are held in (blank)  &amp; she still has room."
"1472476539000","13043","770248548571021312","False","5500","""@RhondaR: Thank-You Clarence Henderson for telling @cnn you know racism &amp; it's not DonaldTrump https://t.co/fSBPxZU8Gu via @BreitbartNews"""
"1472476452000","12733","770248186241900544","False","5301","""@Patrici: Crowd at Trump Rally in Akron, Ohio is a Sea of Women, Minorities, Independents, Dems https://t.co/wm7HV8WPGk via @gatewaypundit"
"1472476192000","16868","770247094439469058","False","5406","Inner-city crime is reaching record levels. African-Americans will vote for Trump because they know I will stop the slaughter going on!"
"1472475767000","18045","770245313345052673","False","5646","Look how bad it is getting! How much more crime, how many more shootings, will it take for African-Americans and Latinos to vote Trump=SAFE!"
"1472426879000","26929","770040258796855296","False","8472","I will be making a major speech on ILLEGAL IMMIGRATION on Wednesday in the GREAT State of Arizona. Big crowds, looking for a larger venue."
"1472426654000","42845","770039317142069248","False","16183","I think that both candidates, Crooked Hillary and myself, should release detailed medical records. I have no problem in doing so! Hillary?"
"1472422347000","23382","770021252002119680","False","6879","Today is the 53rd anniversary of the March on Washington - today we honor the enduring fight for justice, equality and opportunity."
"1472412555000","0","769980181633204224","True","7108","RT @FoxNews: Poll: @realDonaldTrump vs. @HillaryClinton among white Evangelicals. https://t.co/6ohwIh1Q24"
"1472393086000","16893","769898524439896064","False","4981","Thank you Arizona! #VoteTrump https://t.co/v8VLxdd0fO"
"1472392913000","9915","769897797319532544","False","3505","Join me Tuesday in Everett, Washington at the Xfinity Arena! Tickets: https://t.co/ABQGySdcYt https://t.co/sn08gnd0lq"
"1472355441000","13009","769740626497679360","False","3877","""@LindaHarden: @realDonaldTrump America loves Trump and @mike_pence -- praying for you every day. Stay strong. #TrumpPence2016 #NeverHillary"
"1472351609000","17838","769724556949020672","False","9825","NATIONAL DEBT \nJanuary 2009 = $10.6 TRILLION\nAugust 2016 = $19.4 TRILLION https://t.co/dKAVaLfGAJ"
"1472350090000","17628","769718184836472832","False","5905","It was an honor to have the amazing Root family join me in Iowa. I have been so inspired by their courage &amp; bravery. https://t.co/P4qVGGUYVZ"
"1472333228000","15522","769647461459632128","False","4743","Thank you Iowa! #ImWithYou https://t.co/3BIF6jBTkk"
"1472323670000","14303","769607369869266944","False","3505","Just landed in Iowa to attend a great event in honor of wonderful Senator @JoniErnst. Look forward to being with all of my friends."
"1472320127000","25187","769592508879892480","False","7157","My condolences to Dwyane Wade and his family, on the loss of Nykea Aldridge. They are in my thoughts and prayers."
"1472315168000","22210","769571710924263424","False","7333","Dwyane Wade's cousin was just shot and killed walking her baby in Chicago. Just what I have been saying. African-Americans will VOTE TRUMP!"
"1472311132000","8295","769554782151331840","False","3611","""@GoldJazz559: #BlackMenForBernie Leader: #Hillary2016 ‘No Regard For Black Race’ https://t.co/m8952Ly3Jb via @dailycaller #BlacksForTrump"
"1472310610000","17924","769552592158412800","False","7296","""@DiamondandSilk: Crooked Hillary getting desperate. On TV bashing Trump. @CNN, she forgot how she said a KKK member was her mentor."
"1472307434000","28156","769539271678013440","False","9228","Heroin overdoses are taking over our children and others in the MIDWEST. Coming in from our southern border. We need strong border &amp; WALL!"
"1472257979000","21424","769331841316687873","False","9381","New polls - join the MOVEMENT today.\nhttps://t.co/3KWOl20zMm #ImWithYou https://t.co/numII7W99T"
"1472255983000","10115","769323472048623616","False","3855","Join us via our new #AmericaFirst APP! #TrumpPence16 https://t.co/FccLQSCkDY https://t.co/0angXB2BrI"
"1472255649000","18856","769322071297888257","False","5950","Will be in Phoenix, Arizona on Wednesday. Changing venue to much larger one. Demand is unreal. Polls looking great! #ImWithYou"
"1472253082000","11679","769311305480024065","False","4104","Thank you @TeamTrump Florida. Keep me updated, and lets get those 100,000 registered voters!\n#MakeAmericaGreatAgain  https://t.co/lseAAqxjA9"
"1472252370000","8493","769308316350623744","False","1960","I will be interviewed by @kimguilfoyle \nat 7pm on @FoxNews. #Enjoy!"
"1472239576000","13271","769254655939321857","False","6655","Army training slide lists Hillary Clinton as insider threat: https://t.co/CQTSo2ETJF"
"1472239282000","15160","769253422549786628","False","6364","Meet the ‘Trumpocrats’: Lifelong Democrats Breaking w/ Party Over Hillary to Support Donald Trump for President: https://t.co/g2N3JJWV8a"
"1472239095000","12760","769252637350866946","False","6621","""Hillary Clinton Deleted Emails Using Program Intended To Prevent Recovery"" #CrookedHillary https://t.co/D0MeBJXBwN"
"1472231649000","25863","769221405820923905","False","12482","How quickly people forget that Crooked Hillary called African-American youth ""SUPER PREDATORS"" - Has she apologized?"
"1472227263000","25949","769203012250112006","False","7215","I am very proud to have brought the subject of illegal immigration back into the discussion. Such a big problem for our country-I will solve"
"1472223006000","11846","769185155198124032","False","4572","Wonderful @pastormarkburns was attacked viciously and unfairly on @MSNBC by crazy @morningmika on low ratings @Morning_Joe. Apologize!"
"1472221255000","25042","769177810678067200","False","8476","What do African-Americans and Hispanics have to lose by going with me. Look at the poverty, crime and educational statistics. I will fix it!"
"1472219442000","23260","769170204941164544","False","7198","Crooked Hillary will NEVER be able to solve the problems of poverty, education and safety within the African-American &amp; Hispanic communities"
"1472213157000","13800","769143845892136960","False","5576","The Clinton's are the real predators...\nhttps://t.co/Fr0gFtZVVz"
"1472183994000","14107","769021525638930437","False","4375","""@Lewenskimo: Your opponent has run out of ideas, now resorts to personal attacks on you. Every Amercan knows, you represent HOPE!!"""
"1472180331000","25296","769006162926669824","False","13115","""Hillary Clinton needs to address the racist undertones of her 2008 campaign."" #FlashbackFriday https://t.co/MJQp0rcnzH"
"1472179654000","13042","769003323856867328","False","7209","""@DonaldJTrumpJr: Company Gouging Price Of EpiPens Is A Clinton Foundation Donor And Partner https://t.co/HHlNGnlGMN via dailycaller"""
"1472179594000","13118","769003073943457792","False","6657","""@foxnation: Flashback: Hillary Clinton Praised Former KKK Member Robert Byrd as 'Friend and Mentor': https://t.co/e0Hb2rLb1X"""
"1472179511000","10508","769002724218118144","False","4251","CLINTON CORRUPTION AND HER SABOTAGE OF THE INNER CITIES. \nFull speech transcript: https://t.co/npswT6lbg3"
"1472179204000","21967","769001435484688384","False","7394","Hillary Clinton only knows how to make a speech when it is a hit on me. No policy, and always very short (stamina). Media gives her a pass!"
"1472160315000","18515","768922208987127808","False","8343","HRC is using the oldest play in the Dem playbook- when their policies fail, they are left w/this one tired argument!\nhttps://t.co/FNbCMmwLTn"
"1472157938000","23019","768912241349517312","False","7960","Hillary Clinton is using race-baiting to try to get African-American voters- but they know she is all talk and NO ACTION!"
"1472156060000","22330","768904362211086336","False","7473","Hillary Clinton's short speech is pandering to the worst instincts in our society. She should be ashamed of herself!"
"1472155901000","17431","768903697166368769","False","6274","Just watched recap of #CrookedHillary's speech. Very short and lies. She is the only one fear-mongering!"
"1472129095000","27547","768791265811062788","False","8854","So many in the African-American community are doing so badly, poverty and crime way up, employment and jobs way down: I will fix it, promise"
"1472128498000","27727","768788761635356672","False","8262","Poll numbers are starting to look very good. Leading in Florida @CNN Arizona and big jump in Utah. All numbers rising, national way up. Wow!"
"1472099640000","10596","768667720149762048","False","4121","""@Trump_Videos: .@Nigel_Farage of the #brexit fame - We CAN do this! We can #MAGA with @realDonaldTrump https://t.co/1qyuc8ZykJ"""
"1472089313000","22002","768624405777944576","False","6352","Thoughts and prayers to the great people of Indiana. You will prevail!"
"1472089208000","22287","768623966713999360","False","6204","Great Governor @Mike_Pence is in Indiana to help lead the relief efforts after tornadoes struck. True leadership."
"1472083524000","14207","768600125413273600","False","3586","Will be on #Hannity @ 10pE @FoxNews- discussing various subjects including immigration-if elected, we will #BuildTheWall &amp; enforce our laws!"
"1472078363000","15553","768578478266458113","False","5260","Thank you for your support!\n#AmericaFirst #ImWithYou https://t.co/N8FShwYt2g"
"1472074366000","14389","768561716149915648","False","3984","A great afternoon in Tampa, Florida. Thank you! #TrumpPence16 https://t.co/K5MBAcnfR1"
"1472059453000","14112","768499164967739392","False","4956","New national poll released. Join the MOVEMENT &amp; together we will #MakeAmericaGreatAgain! \nhttps://t.co/3KWOl2ibaW https://t.co/rnU1fkn274"
"1472056924000","16999","768488555828183040","False","6039","Great new poll Florida - thank you! #MakeAmericaGreatAgain https://t.co/7TKpe388Bc"
"1472051964000","13535","768467755339223040","False","5597","I will not let the families of The Remembrance Project down! \n#MakeAmericaSafeAgain\nhttps://t.co/EMuSftG6RP\nhttps://t.co/FHPR44WixX"
"1472047306000","28538","768448216744488960","False","7043","My thoughts and prayers are with the victims and families of those affected by two powerful earthquakes in Italy and Myanmar."
"1472007381000","18387","768280756682690562","False","5999","Thank you Travis County, Texas!\n#MakeAmericaGreatAgain https://t.co/ZBnYzNb0eo"
"1471997629000","16242","768239855310471168","False","4382","Will be participating in a Town Hall tonight on @SeanHannity at 10pmE from Austin, Texas. Enjoy! https://t.co/8ZBneb0pGk"
"1471987319000","21657","768196613680398336","False","6937","In Austin, Texas with some of our amazing Border Patrol Agents. I will not let them down! https://t.co/U28HNPtjm9 https://t.co/7ImVH69fNb"
"1471970258000","11048","768125054584393729","False","3498","Join me in Tampa, Florida- tomorrow at 1pmE! Tickets: https://t.co/iwEAiWKgtR https://t.co/lLyaW6nxsP"
"1471968925000","41987","768119463421943808","False","18710","President Obama should have gone to Louisiana days ago, instead of golfing. Too little, too late!"
"1471963618000","21096","768097204376510464","False","7759","Hillary Clinton strongly stated  that there was ""absolutely no connection"" between her private work and that of The State Department. LIE!"
"1471960391000","32347","768083669550366720","False","9677","It is being reported by virtually everyone, and is a fact,  that the media pile on against me is the worst in American political history!"
"1471957006000","19226","768069472464666624","False","5426","I am now in Texas doing a big fundraiser for the Republican Party and a @FoxNews Special on the BORDER and with victims of border crime!"
"1471914139000","14934","767889674530594816","False","4536","The @WashingtonPost quickly put together a hit job book on me- comprised of copies of some of their inaccurate stories. Don't buy, boring!"
"1471913811000","20588","767888297125355521","False","6686",".@AnnCoulter's new book, 'In Trump We Trust, comes out tomorrow. People are saying it's terrific - knowing Ann I am sure it is!"
"1471909602000","19767","767870642716831744","False","4675","Just leaving Akron, Ohio, after a packed rally. Amazing people! Going now to Texas."
"1471900002000","20891","767830376735735808","False","6509","Great meeting with active &amp; retired law enforcement officers- at the Fraternal Order of Police lodge in Akron, Ohio. https://t.co/EUWhDC644R"
"1471870540000","10759","767706807619969025","False","4689","Statement on Clinton Foundation:\nhttps://t.co/2twuzrB9om"
"1471869099000","8850","767700760113086465","False","1825","Will be interviewed on @foxandfriends at 8:30 A.M. Eastern. ENJOY!"
"1471865353000","20154","767685048703279104","False","7569","Some day, when things calm down, I'll tell the real story of @JoeNBC and his very insecure long-time girlfriend, @morningmika. Two clowns!"
"1471864913000","13625","767683204039974912","False","3965","Tried watching low-rated @Morning_Joe this morning,  unwatchable! @morningmika is off the wall, a neurotic and not very bright mess!"
"1471863996000","13318","767679356466520064","False","5063","""@realbill2016: @realDonaldTrump @Brainykid2010 @shl Trump leading LA Times poll https://t.co/908uLXCIWz"""
"1471830042000","7925","767536943353696256","False","1859","""@Brainykid2010: @shl @realDonaldTrump The ad was actually very good!"""
"1471829100000","10878","767532993686765569","False","3316","""@55Lidsville:  #TeamTrump @KellyannePolls You need to show the crowds at the rallies use Periscope! Show HC's 139 YT viewers vs DT 38K"""
"1471828996000","11303","767532557235806208","False","3180","""@SinAbunz_TM: @realDonaldTrump TRUMP VICTORY IN NOVEMBER!  #MAGA #TrumpPence16"""
"1471828746000","12566","767531507665756160","False","6646","""@Jimbos2002:  @Morning_Joe Video: Hillary referring to blacks as super predators that need to be brought to heel. https://t.co/pMIHWayMRw"""
"1471828088000","11212","767528750749810688","False","2898","I heard that @Morning_Joe was very nice on Friday but that little Donny D, a big failure in TV (&amp; someone I helped), was nasty. Irrelevant!"
"1471826018000","32559","767520065608613888","False","11036","Crooked Hillary is flooding the airwaves with false and misleading ads - all paid for by her bosses on Wall Street. Media is protecting her!"
"1471822517000","32763","767505383430782976","False","10115","I have been drawing very big and enthusiastic crowds, but the media refuses to show or discuss them. Something very big is happening!"
"1471737868000","17787","767150340726779904","False","6235","Together, we are going to MAKE AMERICA SAFE AND GREAT AGAIN!\nhttps://t.co/pUtN4kFhDK"
"1471737761000","15418","767149890464018433","False","4415","""@EyeCandyTMGayle: @realDonaldTrump please oh please take the CHARLOTTE NC speech ACROSS the swing states .... sooo powerful""  Good!"
"1471737725000","13479","767149739418804228","False","3473","""@J58golf: @realDonaldTrump been a great week. More of the same will get you in the white house!"""
"1471734711000","25234","767137098679853056","False","7973","We will bring America together as ONE country again – united as Americans in common purpose and common dreams. #MAGA"
"1471734242000","15128","767135128950898689","False","4571","Will be back soon Virginia. We are going to MAKE AMERICA GREAT AGAIN! #TrumpPence16 https://t.co/IU4JPSi0rZ"
"1471734157000","11357","767134774687330304","False","2842","Will be interviewed on @JudgeJeanine at 9:00 P.M. Enjoy!"
"1471733843000","14223","767133459148054528","False","3084","Just leaving Virginia - really big crowd, great enthusiasm!"
"1471714511000","15430","767052374934421506","False","5825","Thank you @JerryJrFalwell- will see you soon. #TrumpPence16 \nhttps://t.co/epfSJckcKq"
"1471669377000","22307","766863067858759681","False","6542","""@CatOnGlass: 200,000 new followers for @realDonaldTrump. From 10,800,000 to 11,000,000, All in the last ten days or so! #MAGA #AlwaysTrump"
"1471655648000","17935","766805485466988544","False","7127",".@Franklin_Graham @BillyNungesser @SamaritansPurse- so humbled by my time w/ you. You are in our thoughts &amp; prayers. https://t.co/I6xGsEzlwv"
"1471654812000","36924","766801978085117952","False","14159","We are one nation. When one hurts, we all hurt. We must all work together-to lift each other up.\n#StandWithLouisiana https://t.co/Ob7J2oBWhq"
"1471652229000","48883","766791143291916288","False","21053","#WheresHillary? Sleeping!!!!!"
"1471644976000","25019","766760721115938816","False","7564","Thank you Michigan. This is a MOVEMENT. We are going to MAKE AMERICA SAFE AND GREAT AGAIN! #TrumpPence16 https://t.co/vP3eqF3Zbb"
"1471613694000","13497","766629517083414528","False","3315","Great job by @EricTrump on interview with @BillHemmer on @FoxNews. #ImWithYou #TrumpTrain"
"1471613230000","27510","766627569110249472","False","6168","Thank you to everyone for all of the nice comments, by Twitter, pundits and otherwise for my speech last night."
"1471610617000","16611","766616610975182848","False","4516","The reporting at the failing @nytimes gets worse and worse by the day. Fortunately, it is a dying newspaper."
"1471610558000","20209","766616361720246272","False","4719","Thank you to NC for last evenings great reception. The speech was a great success. Heading now to Louisiana &amp; another speech tonight in MI."
"1471603215000","37703","766585563805802497","False","13593","We are one nation. When one state hurts, we all hurt. We must all work together - to lift each other up. https://t.co/XoDkW5X3Wy"
"1471567955000","14370","766437671652556800","False","3849","Thank you Charlotte, North Carolina!\n#MakeAmericaGreatAgain \nhttps://t.co/Y19nUKkYTc"
"1471566834000","15218","766432970441945088","False","5387","Together, we will MAKE AMERICA GREAT AGAIN! https://t.co/aENuIvrUrS"
"1471553733000","37850","766378021355921408","False","21850","#CrookedHillary #ThrowbackThursday https://t.co/v8J0r64J7h"
"1471522308000","32468","766246213079498752","False","14824","They will soon be calling me MR. BREXIT!"
"1471483290000","11874","766082563064623105","False","2794","I will be doing a Town Hall tonight at 10:00 P.M. on @seanhannity - @FoxNews"
"1471472702000","17011","766038151206936576","False","4728","Will be participating in a town hall event- hosted by @SeanHannity tonight at 10pmE on @FoxNews. Enjoy! https://t.co/7nReqYM7FF"
"1471470288000","20638","766028026987491328","False","8019","We are going to make this a government of the people once again!\n#MakeAmericaGreatAgain #ImWithYou\nhttps://t.co/Fi7yEb2XQb"
"1471464308000","22579","766002945485864961","False","8077","We will repeal &amp; replace #Obamacare, which has caused soaring double-digit premium increases. It is a disaster! https://t.co/NNMyTJo6i6"
"1471453078000","30724","765955844055760896","False","12891","A vote for Hillary Clinton is a vote for another generation of poverty, high crime, &amp; lost opportunities. #ImWithYou\nhttps://t.co/Eph6qy7zyB"
"1471452417000","13416","765953073072058368","False","4835","#MakeAmericaSafeAgain #ImWithYou\nhttps://t.co/N9XNoGNcqc"
"1471451797000","12792","765950471160954884","False","4450","Thank you Governor @ScottWalker &amp; @GOP Chairman @Reince Priebus. \n#MakeAmericaGreatAgain #ImWithYou\nhttps://t.co/IdJBuaKMwK"
"1471440281000","9009","765902170084483073","False","2885","Join me in North Carolina - tomorrow at 7:30pm! #ImWithYou \nTickets: https://t.co/vDag45zrDc"
"1471408744000","12339","765769891278381056","False","4377","#LawandOrder #ImWithYou\nVideo: https://t.co/AIa2Z9po2h https://t.co/qqSfOfgdap"
"1471407721000","10134","765765603743391744","False","3532","#LawandOrder #ImWithYou\nTranscript: https://t.co/YlATGI2Ph6"
"1471398496000","13270","765726909925851136","False","3332","Will be on @SeanHannity tonight at 10pmE - delivering an important speech live from Wisconsin. #MakeAmericaGreatAgain"
"1471389438000","13984","765688915932045313","False","4721","Just as we won the Cold War, in part, by exposing the evils of communism and the virtues of free markets....\nCont: https://t.co/SXp7efXEZU"
"1471387137000","15004","765679267086684161","False","6133","This is my pledge to the American people: https://t.co/Jb21oyNfxt"
"1471375377000","14028","765629939811020802","False","5629","'It's just a 2-point race, Clinton 38%, Trump 36%' https://t.co/EzDzJ4EzIN"
"1471373954000","17463","765623972234948608","False","8022","Another health insurer is pulling back due to 'persistent financial losses on #Obamacare plans.' Only the beginning! https://t.co/YqfaEvg8c3"
"1471292910000","17273","765284051938926592","False","8605","#AmericasMerkel https://t.co/QFRs4bEUC1"
"1471292777000","18266","765283490887790592","False","10733","""CLINTON REFUGEE PLAN COULD BRING IN 620,000 REFUGEES IN FIRST TERM AT LIFETIME COST OF OVER $400 BILLION."" https://t.co/COZQNt6KVs"
"1471289349000","11908","765269114973720576","False","4399","#MakeAmericaSafeAgain \nhttps://t.co/bgBGPaKaqI"
"1471224865000","38635","764998650598686721","False","12198","Certain Republicans who have lost to me would rather save face by fighting me than see the U.S.Supreme Court get proper appointments. Sad!"
"1471219663000","30057","764976828914237440","False","10062","""Stay on message"" is the chant. I always do - trade, jobs, military, vets, 2nd A, repeal Ocare, borders, etc - but media misrepresents!"
"1471219057000","33668","764974286931169285","False","10195","I have always been the same person-remain true to self.The media wants me to change but it would be very dishonest to supporters to do so!"
"1471194380000","40301","764870785634799617","False","13980","It is not ""freedom of the press"" when newspapers and others are allowed to say and write whatever they want even if it is completely false!"
"1471193707000","42942","764867963845484545","False","14460","I am not only fighting Crooked Hillary, I am fighting the dishonest and corrupt media and her government protection process. People get it!"
"1471193451000","31740","764866887511572480","False","10831","Crooked Hillary Clinton is being protected by the media. She is not a talented person or politician. The dishonest media refuses to expose!"
"1471178777000","32579","764805340823248896","False","10109","My rallies are not covered properly by the media. They never discuss the real message and never show crowd size or enthusiasm."
"1471178257000","40690","764803159692836864","False","13278","If the disgusting and corrupt media covered me honestly and didn't put false meaning into the words I say, I would be beating Hillary by 20%"
"1471177883000","20126","764801590415024128","False","6218","The failing @nytimes, which never spoke to me, keeps saying that I am saying to advisers that I will change. False, I am who I am-never said"
"1471177488000","22961","764799933325144064","False","7478","The failing @nytimes talks about anonymous sources and meetings that never happened. Their reporting is fiction. The media protects Hillary!"
"1471118881000","14901","764554121324204033","False","4028","""@zulu_out: You are a man for the people because you know what it is like to be among the people #MakeAmericaGreatAgain #USA Loves U"" Thanks"
"1471118798000","14396","764553771879899137","False","3756","""@PaulaDuvall2: We're all enjoying you, as well, Mr. T.! You've inspired Hope and a Positive Spirit throughout America! God bless you!"" Nice"
"1471118635000","14588","764553088204214272","False","4062","""@need2knowu:  @willspeakout yes you are my hero I admire you for laying down your glorious luxurious life to get beat up for America!!!"""
"1471118558000","26606","764552764177481728","False","9990","We now have confirmation as to one reason Crooked H wanted to be sure that nobody saw her e-mails - PAY-FOR-PLAY. How can she run for Pres."
"1471117163000","15536","764546914683682817","False","4329","""@willspeakout: Thank you for all that you are doing for us! You campaign endlessly and have spent millions.We love you! #TrumpTrain"" Thanks"
"1471113566000","36409","764531827168186369","False","9522","I am truly enjoying myself while running for president. The people of our country are amazing - great numbers on November 8th!"
"1471112963000","23598","764529295901528064","False","7390","The failing @nytimes has become a newspaper of fiction. Their stories about me always quote non-existent unnamed sources. Very dishonest!"
"1471047458000","13367","764254551822196737","False","3365","Will be on @seanhannity tonight at 10pm, hosted by @GovMikeHuckabee. Enjoy!"
"1471031298000","19184","764186768522420224","False","6235","Thank you Erie, Pennsylvania! Together we will #MakeAmericaGreatAgain! https://t.co/5hZp7PnRoT"
"1471023391000","19643","764153606765412352","False","6143","Unbelievable support in Florida last night - thank you! #MAGA https://t.co/WNDAagFRRS"
"1471022070000","9733","764148063724183552","False","2329","We need your support to get to the White House and defeat #CrookedHillary. Let's Make America Great Again! https://t.co/AKIHQW4ljd"
"1471022002000","3789","764147780583436292","False","1214","The Establishment and special interests are absolutely killing our country. We must put #AmericaFirst. https://t.co/mjTScP4sZ2"
"1471021957000","9281","764147591114137600","False","2232","I'm with YOU. I will work hard and never let you down. Make America Great Again! https://t.co/vzZZ6M5K9t"
"1471018376000","9804","764132571638738944","False","1784","I'm with YOU! I will work hard and never let you down. Make America Great Again! https://t.co/xI4qjds5fP"
"1471018175000","2106","764131726071214081","False","386","The Establishment and special interests are absolutely killing our country.  We must put #AmericaFirst. https://t.co/R751UfHQ0A"
"1471006866000","32008","764084294704697344","False","12166","ISIS gained tremendous strength during Hillary Clinton's term as Secretary of State. When will the dishonest media report the facts!"
"1471002223000","33602","764064821000056832","False","10873","I love watching these poor, pathetic people (pundits) on television working so hard and so seriously to try and figure me out. They can't!"
"1471000071000","26869","764055793951834114","False","8172","A massive tax increase will be necessary to fund Crooked Hillary Clinton's agenda. What a terrible (and boring) rollout that was yesterday!"
"1470999454000","9955","764053208394182656","False","2432","""@laurencristmann: Thank you for coming to Pennsylvania today. I will be there with @C_Lynne_Ryan your 3rd CD delegate at 2 pm"""
"1470997580000","20031","764045345332396032","False","6391","Ratings challenged @CNN reports so seriously that I call President Obama (and Clinton) ""the founder"" of ISIS, &amp; MVP. THEY DON'T GET SARCASM?"
"1470978973000","2240","763967302433853440","False","949","I'm with YOU. I will work hard and never let you down. Make America Great Again! https://t.co/uHiGJ6Pe3E"
"1470975025000","17162","763950742755434498","False","5503","""@EnemyWithinn: @realDonaldTrump @elsolarverde @nytimes People gotta stop believing media lies about Trump."" That would indeed be nice!"
"1470974782000","22226","763949723833118721","False","9481","""@elsolarverde: THE CORRUPT MEDIA CREATS CONTROVERSY AGAINST @realDonaldTrump TO AVOID ISSUES ABOUT HillaryClinton https://t.co/RW5UcWLfA8"""
"1470974351000","12665","763947916184522754","False","5206","""@SheriffClarke: https://t.co/G9R9CGhf8q Everything coming from this administration is a lie. Only @realDonaldTrump will change it"""
"1470953459000","12207","763860288533856256","False","4050","I am counting on your help to defeat Hillary Clinton and her cronies. Let's Make America Great Again! https://t.co/fSKOf0Jz9K"
"1470952890000","13019","763857902490836992","False","3276","Will be doing @oreillyfactor tonight at 8pm. Enjoy!"
"1470924940000","24467","763740672012738561","False","8716","This is no surprise. Constant phony reporting from failing @CNN turns everyone off. The American people get it! https://t.co/a1A6XMfYx1"
"1470881521000","18376","763558559833591809","False","5605","Thank you Fort Lauderdale, Florida. \n#MakeAmericaGreatAgain https://t.co/cjivzdRpU1"
"1470881227000","27328","763557327295438848","False","6559","Great job today by the NYPD in protecting the people and saving the climber."
"1470872295000","36755","763519861406531584","False","16606","Reuters just announced that Secret Service never spoke to me or my campaign. Made up story by @CNN is a hoax. Totally dishonest."
"1470872195000","16756","763519444576370688","False","4734","""@DSF2020: Really admire your determination: Working so hard for all Americans n daily having to defend yourself from a biased Media."""
"1470871491000","18013","763516489865523200","False","7133","#MakeAmericaGreatAgain! https://t.co/8rWz6p1Ged"
"1470863221000","12582","763481802254249984","False","4086","Thank you Abingdon, Virginia! \n#MakeAmericaGreatAgain \nhttps://t.co/g7ivluiyF2 https://t.co/RQUKD6sjno"
"1470862173000","16622","763477408909500416","False","5686","No such meeting or conversation ever happened - a made up story by ""low ratings"" @CNN."
"1470861478000","17556","763474491183816704","False","6106","Great meeting w/ coal miners &amp; leaders from the Virginia coal industry- thank you! #MAGA\nhttps://t.co/wnpVlq6oe4 https://t.co/32gdX684ew"
"1470851693000","14476","763433452893011969","False","4283","I will be interviewed on @greta tonight at 7pm. Enjoy! https://t.co/9yicUxd87D"
"1470851006000","26070","763430568721784833","False","8682","My thoughts and prayers are with the two police officers shot in Sebastian County, Arkansas. #LESM"
"1470843391000","17368","763398630812311552","False","5323","Morning Joe's weakness is its low ratings. I don't watch anymore but I heard he went wild against Rudy Giuliani and #2A - sad &amp; irrelevant!"
"1470841681000","24538","763391459110313984","False","7929",".@dbongino  You were fantastic in defending both the Second Amendment and me last night on @CNN. Don Lemon is a lightweight - dumb as a rock"
"1470840210000","14690","763385288295055360","False","6248","""@dbongino: ‘Now cut off my mic!’ Bongino refuses to be bullied by Don Lemon over Trump, 2nd Amendment – HEATED! https://t.co/UgtfaUXzcr"""
"1470795672000","30558","763198483927011329","False","11874","Media desperate to distract from Clinton's anti-2A stance. I said pro-2A citizens must organize and get out vote to save our Constitution!"
"1470791499000","42528","763180978588221440","False","16899","When is the media going to talk about Hillary's policies that have gotten people killed, like Libya, open borders, and maybe her emails?"
