"date","favorites","id","isRetweet","retweets","text"
"1482615207000","69226","812773204561379330","False","15677","The big loss yesterday for Israel in the United Nations will make it much harder to negotiate peace.Too bad, but we will get it done anyway!"
"1482613170000","51187","812764662500622336","False","13047",".@NBCNews purposely left out this part of my nuclear qoute: ""until such time as the world comes to its senses regarding nukes.""  Dishonest!"
"1482538382000","91565","812450976670121985","False","24560","Vladimir Putin said today about Hillary and Dems: ""In my opinion, it is humiliating. One must be able to lose with dignity.""  So true!"
"1482528180000","52971","812408189492797442","False","13756","slaughter you. This is a purely religious threat, which turned into reality. Such hatred! When will the U.S., and all countries, fight back?"
"1482527862000","41119","812406855469252608","False","14543","The terrorist who killed so many people in Germany said just before crime, ""by God's will we will slaughter you pigs, I swear, we will......"
"1482524074000","80292","812390964740427776","False","26689","As to the U.N., things will be different after Jan. 20th."
"1482494316000","52893","812266152684650496","False","11470","my presidency. Isn't this a ridiculous shame? He loves these kids, has raised millions of dollars for them, and now must stop. Wrong answer!"
"1482493985000","44038","812264762981675008","False","12246","My wonderful son, Eric, will no longer be allowed to raise money for children with cancer because of a possible conflict of interest with..."
"1482458398000","98685","812115501791006720","False","24570","The so-called ""A"" list celebrities are all wanting tixs to the inauguration, but look what they did for Hillary, NOTHING. I want the PEOPLE!"
"1482445565000","51313","812061677160202240","False","11775","Based on the tremendous cost and cost overruns of the Lockheed Martin F-35, I have asked Boeing to price-out a comparable F-18 Super Hornet!"
"1482425430000","59913","811977223326625792","False","16880","The United States must greatly strengthen and expand its nuclear capability until such time as the world comes to its senses regarding nukes"
"1482424912000","60451","811975049431416832","False","15077","Someone incorrectly stated that the phrase ""DRAIN THE SWAMP"" was no longer being used by me. Actually, we will always be trying to DTS."
"1482413824000","29304","811928543366148096","False","8220","The resolution being considered at the United Nations Security Council regarding Israel should be vetoed....cont: https://t.co/s8rXKKZNF1"
"1482377973000","54306","811778176120668160","False","10374","I met some really great Air Force GENERALS and Navy ADMIRALS today, talking about airplane capability and pricing. Very impressive people!"
"1482326978000","67530","811564284706689024","False","16100","I have not heard any of the pundits or commentators discussing the fact that I spent FAR LESS MONEY on the win than Hillary on the loss!"
"1482326669000","44590","811562990285848576","False","9781","I would have done even better in the election, if that is possible, if the winner was based on popular vote - but would campaign differently"
"1482326114000","56255","811560662853939200","False","12895","Campaigning to win the Electoral College is much more difficult &amp; sophisticated than the popular vote. Hillary focused on the wrong states!"
"1482265677000","56447","811307169043849216","False","12601","Yes, it is true - Carlos Slim, the great businessman from Mexico, called me about getting together for a meeting. We met, HE IS A GREAT GUY!"
"1482239358000","34470","811196778779463684","False","6971","especially how to get people, even with an unlimited budget, out to vote in the vital swing states ( and more). They focused on wrong states"
"1482239039000","64650","811195441710764032","False","14711","Bill Clinton stated that I called him after the election. Wrong, he called me (with a very nice congratulations). He ""doesn't know much"" ..."
"1482202225000","61402","811041034323054592","False","12266","""@mike_pence: Congratulations to @RealDonaldTrump; officially elected President of the United States today by the Electoral College!"""
"1482201961000","41449","811039925571354624","False","8473","""@Franklin_Graham: Congratulations to President-elect @realDonaldTrump--the electoral votes are in and it's official."" Thank you Franklin!"
"1482197481000","0","811021135483699201","True","7267","RT @DanScavino: #TrumpTrain🚂💨🇺🇸🇺🇸🇺🇸🇺🇸 https://t.co/qAQdBGEwSv"
"1482191501000","186623","810996052241293312","False","46772","We did it! Thank you to all of my great supporters, we just officially won the election (despite all of the distorted and inaccurate media)."
"1482189671000","92559","810988379051610112","False","30391","Today there were terror attacks in Turkey, Switzerland and Germany - and it is only getting worse. The civilized world must change thinking!"
"1482098080000","111539","810604216771284992","False","28636","If my many supporters acted and threatened people like those who lost the election are doing, they would be scorned &amp; called terrible names!"
"1482022765000","53724","810288321880555520","False","14300","We should tell China that we don't want the drone they stole back.- let them keep it!"
"1482019925000","46018","810276411177107456","False","10447","Thank you Alabama! From now on, it’s going to be #AmericaFirst. Our goal is to bring back that wonderful phrase:... https://t.co/4UAazd7TmF"
"1482009459000","0","810232514749075456","True","2995","RT @DanScavino: Join President-elect Trump LIVE from Mobile, Alabama via his #Facebook page! #ThankYouTour2016 \nWatch: https://t.co/btzN080…"
"1481983040000","49893","810121703288410112","False","15416","China steals United States Navy research drone in international waters - rips it out of water and takes it to China in unprecedented act."
"1481980823000","33468","810112407309844480","False","6595","Mobile, Alabama today at 3:00 P.M. Last rally of the year - ""THANK YOU ALABAMA AND THE SOUTH"" Biggest of all crowds expected, see you there!"
"1481980042000","29106","810109131537481728","False","5707","""@EazyMF_E: @realDonaldTrump Many people are now saying you will be an extremely successful president! #MakeAmericaGreatAgain""  Thank you!"
"1481979902000","29943","810108542921408512","False","5138","Last night in Orlando, Florida, was incredible - massive crowd - THANK YOU FLORIDA! Today at 3:00 P.M. I will be in Alabama for last rally!"
"1481946721000","36140","809969373754654721","False","8884","Thank you Florida. My Administration will follow two simple rules: BUY AMERICAN and HIRE AMERICAN! #ICYMI- Watch:... https://t.co/3vgtzSJsFu"
"1481907268000","22933","809803893920165892","False","5662","#ThankYouTour2016 Tonight- Orlando, Florida Tickets: https://t.co/JwQeccp79NTomorrow- Mobile, AlabamaTickets:... https://t.co/Cq5AwcuzT9"
"1481904189000","58361","809790978332786689","False","14405","Well, we all did it, together! I hope the ""MOVEMENT"" fans will go to D.C. on Jan 20th for the swearing in. Let's set the all time record!"
"1481886559000","89047","809717035353722880","False","26043","Are we talking about the same cyberattack where it was revealed that head of the DNC illegally gave Hillary the questions to the debate?"
"1481851976000","31694","809571983428120577","False","7126","Thank you Pennsylvania! Together, we are going to MAKE AMERICA GREAT AGAIN! Watch here: https://t.co/7R382qWfWS... https://t.co/yB6u5FEfHq"
"1481840836000","18315","809525257371578369","False","4461","Join me in Mobile, Alabama on Sat. at 3pm! #ThankYouTour2016 \nTickets: https://t.co/GGgbjl8Zo6 https://t.co/opKrWO4k0C"
"1481811869000","101838","809403760099422208","False","31942","If Russia, or some other entity, was hacking, why did the White House wait so long to act? Why did they only complain after Hillary lost?"
"1481808534000","49759","809389774066814976","False","10832","The media tries so hard to make my move to the White House, as it pertains to my business, so complex - when actually it isn't!"
"1481807354000","46964","809384826193276928","False","8507","Thank you to Time Magazine and Financial Times for naming me ""Person of the Year"" - a great honor!"
"1481807155000","30051","809383989018497024","False","6982","Has anyone looked at the really poor numbers of @VanityFair Magazine. Way down, big trouble, dead! Graydon Carter, no talent, will be out!"
"1481738875000","47785","809097603010981888","False","11191",".@BillGates and @JimBrownNFL32 in my Trump Tower office yesterday- two great guys! https://t.co/4PjSOEU5y9"
"1481687335000","35405","808881429715316737","False","7738","Thank you Wisconsin! My Administration will be focused on three very important words: jobs, jobs, jobs! Watch:... https://t.co/iEGWZLuiFE"
"1481676760000","0","808837073423794176","True","2901","RT @DanScavino: Join #PEOTUS Trump &amp; #VPEOTUS Pence live in West Allis, Wisconsin! \n#ThankYouTour2016 #MAGA\nhttps://t.co/vU5EPIYKUc https:/…"
"1481664833000","19248","808787048144453632","False","5033","Join me this Saturday at Ladd–Peebles Stadium in Mobile, Alabama! #ThankYouTour2016 Tickets:... https://t.co/1RFmKCMgyw"
"1481633046000","49019","808653723639697408","False","11870","The thing I like best about Rex Tillerson is that he has vast experience at dealing successfully with all types of foreign governments."
"1481630255000","63917","808642018612310016","False","14309","Wisconsin and Pennsylvania have just certified my wins in those states. I actually picked up additional votes!"
"1481629418000","63981","808638507161882624","False","18861","I have chosen one of the truly great business leaders of the world, Rex Tillerson, Chairman and CEO of ExxonMobil, to be Secretary of State."
"1481604093000","38554","808532286664822784","False","8430","I will hold a press conference in the near future to discuss the business, Cabinet picks and all other topics of interest. Busy times!"
"1481603521000","35226","808529888630239232","False","7712","Presidency. Two of my children, Don and Eric, plus executives, will manage them. No new deals will be done during my term(s) in office."
"1481603173000","46225","808528428123254785","False","9635","Even though I am not mandated by law to do so, I will be leaving my busineses before January 20th so that I can focus full time on the......"
"1481589185000","51908","808469755749339136","False","13136","I will be making my announcement on the next Secretary of State tomorrow morning."
"1481586048000","86393","808456602076545025","False","23140","The final Wisconsin vote is in and guess what - we just picked up an additional 131 votes. The Dems and Green Party can now rest. Scam!"
"1481581552000","22211","808437742904418304","False","6252","#ThankYouTour2016 Tue: West Allis, WI. Thur: Hershey, PA. Fri: Orlando, FL. Sat: Mobile, AL. Tickets:... https://t.co/OJ8S7iVzFx"
"1481549173000","49253","808301935728230404","False","12890","The F-35 program and cost is out of control. Billions of dollars can and will be saved on military (and other) purchases after January 20th."
"1481548880000","48991","808300706914594816","False","12475","Unless you catch ""hackers"" in the act, it is very hard to determine who was doing the hacking. Why wasn't this brought up before election?"
"1481548674000","88114","808299841147248640","False","26498","Can you imagine if the election results were the opposite and WE tried to play the Russia/CIA card. It would be called conspiracy theory!"
"1481504534000","58557","808114703922843649","False","15541","Just watched @NBCNightlyNews - So biased, inaccurate and bad, point after point. Just can't get much worse, although @CNN is right up there!"
"1481502748000","22838","808107215492091904","False","4271","Will be interviewed on @FoxNews at 10:00 P.M. Enjoy!"
"1481470150000","43618","807970490635743237","False","10208","Whether I choose him or not for ""State""- Rex Tillerson, the Chairman &amp; CEO of ExxonMobil, is a world class player and dealmaker. Stay tuned!"
"1481464307000","42274","807945982633709570","False","7865","I spent Friday campaigning with John Kennedy, of the Great State of Louisiana, for the U.S.Senate. The election is over - JOHN WON!"
"1481461926000","66369","807935995316408322","False","10412","Being at the Army - Navy Game was fantastic. There is nothing like the spirit in that stadium. A wonderful experience, and congrats to Army!"
"1481460978000","24897","807932020236124160","False","4524","I will be interviewed today on Fox News Sunday with Chris Wallace at 10:00 (Eastern) Network. ENJOY!"
"1481396968000","0","807663539116802048","True","4680","RT @FoxNewsSunday: Sunday-- our exclusive interview with President-elect @realDonaldTrump \nWatch on @FoxNews at 2p/10p ET \nCheck your local…"
"1481396953000","22790","807663477322027008","False","5746","October 2015 - thanks Chris Wallace @FoxNewsSunday! https://t.co/VEsgPcWq7z"
"1481395272000","0","807656426374103041","True","5260","RT @TrumpInaugural: Counting down the days until the swearing in of @realDonaldTrump &amp; @mike_pence. Check in here for the latest updates. #…"
"1481379263000","25342","807589280071684096","False","9753","A very interesting read. Unfortunately, so much is true.\nhttps://t.co/ER2BoM765M"
"1481379109000","61108","807588632877998081","False","19675","Reports by @CNN that I will be working on The Apprentice during my Presidency, even part time, are ridiculous &amp; untrue - FAKE NEWS!"
"1481373504000","89417","807565127021109252","False","14793","As a show of support for our Armed Forces, I will be going to The Army-Navy Game today. Looking forward to it, should be fun!"
"1481369242000","41010","807547249681166336","False","8941","I have NOTHING to do with The Apprentice except for fact that I conceived it with Mark B &amp; have a big stake in it. Will devote ZERO TIME!"
"1481368764000","24784","807545243608420352","False","5681",".@RudyGiuliani, one of the finest people I know and a former GREAT Mayor of N.Y.C., just took himself out of consideration for ""State""."
"1481340650000","31887","807427326522884096","False","7324","Thank you Michigan. We are going to bring back your jobs &amp, together, we will MAKE AMERICA GREAT AGAIN!Watch:... https://t.co/EyLOo26FqW"
"1481321601000","30418","807347429062443009","False","7271","Thank you Louisiana! Get out &amp, vote for John Kennedy tomorrow. Electing Kennedy will help enact our agenda on behal... https://t.co/sHXeyreEZI"
"1481312550000","18963","807309464705630208","False","4280","Join me live in Louisiana! Tomorrow, we need you to go to the polls &amp; send John Kennedy to the U.S. Senate. https://t.co/O0jtz0BKeL"
"1481252524000","33733","807057700857188355","False","7483","THANK YOU IOWA!\n#ThankYouTour2016 https://t.co/v6EB2OQMeO"
"1481238731000","16820","806999846674698240","False","4861","Join me tomorrow! #MAGA \n10am- Baton Rouge, LA. \nTickets: https://t.co/rvIQ6Yq45P\n7pm- Grand Rapids, MI.\nTickets: https://t.co/2UTwAg5V87"
"1481237724000","17972","806995622117122048","False","3227","On my way to Des Moines, Iowa- will see you soon with @mike_pence. Join us! Tickets: https://t.co/1IuRTVwMSx #ThankYouTour2016"
"1481231752000","79912","806970576359325696","False","16122","Today we lost a great pioneer of air and space in John Glenn. He was a hero and inspired generations of future explorers. He will be missed."
"1481162200000","47192","806678853305384960","False","11181","If United Steelworkers 1999 was any good, they would have kept those jobs in Indiana. Spend more time working-less time talking. Reduce dues"
"1481157708000","40673","806660011904614408","False","10063","Chuck Jones, who is President of United Steelworkers 1999, has done a terrible job representing workers. No wonder companies flee country!"
"1481139452000","22762","806583438748815361","False","5049","Join me tomorrow in Des Moines, Iowa with Vice President-Elect @mike_pence - at 7:00pm!#ThankYouTour2016 #MAGA... https://t.co/Geq6sT70IT"
"1481135880000","64774","806568460620857349","False","14840","We pause today to remember the 2,403 American heroes who selflessly gave their lives at Pearl Harbor 75 years ago...\nhttps://t.co/r5eRLR24Q3"
"1481113136000","26518","806473064703725568","False","4286","I will be interviewed on the @TODAYshow at 7:30. Enjoy!"
"1481081600000","30192","806340792247795715","False","6162","A great night in Fayetteville, North Carolina. Thank you! #ICYMI watch here: https://t.co/ZAuTgxKPpb https://t.co/EF9xRWmciA"
"1481059065000","58569","806246271405162500","False","11305","Departing New York with General James 'Mad Dog' Mattis for tonight's rally in Fayetteville, North Carolina! See you... https://t.co/Z8sgJBWI09"
"1481051427000","39630","806214236053667842","False","10333","Masa said he would never do this had we (Trump) not won the election!"
"1481051389000","73539","806214078465245185","False","22737","Masa (SoftBank) of Japan has agreed to invest $50 billion in the U.S. toward businesses and 50,000 new jobs...."
"1481042727000","22138","806177746397306883","False","5185","Join me tonight in Fayetteville, North Carolina at 7pm! \n#ThankYouTour2016 \nTickets: https://t.co/79AHq3NC0v https://t.co/KoZCE7JeG7"
"1481032355000","118845","806134244384899072","False","34704","Boeing is building a brand new 747 Air Force One for future presidents, but costs are out of control, more than $4 billion. Cancel order!"
"1480979203000","22058","805911307270713348","False","6513","#ThankYouTour2016 12/6- North Carolinahttps://t.co/79AHq3NC0v12/8- Iowahttps://t.co/1IuRTVwMSx12/9- Michiga... https://t.co/vcQaIJ8qoB"
"1480953627000","117537","805804034309427200","False","30799","If the press would cover me accurately &amp; honorably, I would have far less reason to ""tweet."" Sadly, I don't know if that will ever happen!"
"1480945991000","90229","805772007220645888","False","21917","I am thrilled to nominate Dr. @RealBenCarson as our next Secretary of the US Dept. of Housing and Urban Development... https://t.co/OJKuDFhP3r"
"1480890622000","42433","805539770864693253","False","11371","their country (the U.S. doesn't tax them) or to build a massive military complex in the middle of the South China Sea?  I don't think so!"
"1480890235000","55248","805538149157969924","False","16315","Did China ask us if it was OK to devalue their currency (making it hard for our companies to compete), heavily tax our products going into.."
"1480888041000","25858","805528947190616065","False","5175",".@FoxNews will be re-running ""Objectified: Donald Trump,"" the ratings hit produced by the great Harvey Levin of TMZ, at 8:00 P.M. Enjoy!"
"1480877923000","77603","805486509914779649","False","19687","The Green Party just dropped its recount suit in Pennsylvania and is losing votes in Wisconsin recount. Just a Stein scam to raise money!"
"1480854207000","47357","805387038048612356","False","11560","expensive mistake! THE UNITED STATES IS OPEN FOR BUSINESS"
"1480854061000","34448","805386422807105536","False","8141","these companies are able to move between all 50 states, with no tax or tariff being charged. Please be forewarned prior to making a very ..."
"1480853135000","32974","805382541343653888","False","7551","wanting to sell their product, cars, A.C. units etc., back across the border. This tax will make leaving financially difficult, but....."
"1480852661000","39380","805380553008680961","False","9615","without retribution or consequence, is WRONG! There will be a tax on our soon to be strong border of 35% for these companies ......"
"1480852146000","37705","805378393537658880","False","9389","fires its employees, builds a new factory or plant in the other country, and then thinks it will sell its product back into the U.S.  ......"
"1480851707000","43759","805376548882776064","False","10795","The U.S. is going to substantialy reduce taxes and regulations on businesses, but any business that leaves our country for another country,"
"1480828438000","95049","805278955150471168","False","21994","Just tried watching Saturday Night Live - unwatchable! Totally biased, not funny and the Baldwin impersonation just can't get any worse. Sad"
"1480792381000","32342","805127720749383680","False","7377","Our great VPE, @mike_pence, is in Louisiana campaigning for John Kennedy for US Senate. John will be a tremendous help to us in Washington."
"1480792180000","31981","805126876779913216","False","7799","State Treasurer John Kennedy is my choice for US Senator from Louisiana. Early voting today; election next Saturday."
"1480783047000","31446","805088569765359616","False","7418","""@TigerWoods: Can’t wait to get back out there and mix it up with the boys. –TW #heroworldchallenge"" Great to have you back Tiger - Special!"
"1480734401000","53035","804884532671430658","False","13885","Rexnord of Indiana is moving to Mexico and rather viciously firing all of its 300 workers. This is happening all over our country. No more!"
"1480729290000","100987","804863098138005504","False","30663","Interesting how the U.S. sells Taiwan billions of dollars of military equipment but I should not accept a congratulatory call."
"1480725860000","92361","804848711599882240","False","19760","The President of Taiwan CALLED ME today to wish me congratulations on winning the Presidency. Thank you!"
"1480646718000","60680","804516764562374656","False","13979","Thank you Ohio! Together, we made history – and now, the real work begins. America will start winning again!... https://t.co/sVNSNJE7Uf"
"1480632730000","25790","804458095569158144","False","4394","Heading to U.S. Bank Arena in Cincinnati, Ohio for a 7pm rally. \nJoin me! Tickets: https://t.co/HiWqZvHv6M"
"1480603089000","47585","804333771021570048","False","7850","Getting ready to leave for the Great State of Indiana and meet the hard working and wonderful people of Carrier A.C."
"1480603077000","54936","804333718999539712","False","9727","My thoughts and prayers are with those affected by the tragic storms and tornadoes in the Southeastern United States. Stay safe!"
"1480564115000","56485","804170300908781570","False","10115","Look forward to going to Indiana tomorrow in order to be with the great workers of Carrier. They will sell many air conditioners!"
"1480536014000","43190","804052438546317312","False","11714","'Donald Trump is already helping the working class' https://t.co/GTuNcQhLYx"
"1480535476000","0","804050182170116096","True","5953","RT @DanScavino: Great interview on @foxandfriends by @SteveDoocy w/ Carrier employee- who has a message for #PEOTUS @realDonaldTrump &amp; #VPE…"
"1480522886000","21668","803997374016167936","False","5686","'President-elect Donald J. Trump today announced his intent to nominate Steven Mnuchin, Wilbur Ross &amp, Todd Ricketts... https://t.co/cEBxoWsnYp"
"1480519423000","25365","803982850081099776","False","6498","Join me in Cincinnati, Ohio tomorrow evening at 7:00pm. I am grateful for all of your support. THANK YOU!Tickets:... https://t.co/51Emq7Tffa"
"1480507178000","64385","803931490514075648","False","13974","Hence, legal documents are being crafted which take me completely out of business operations. The Presidency is a far more important task!"
"1480506880000","42362","803930240661811200","False","9116","do this under the law, I feel it is visually important, as President,  to in no way have a conflict of interest with my various businesses.."
"1480506292000","37341","803927774784344064","False","8473","great business in total in order to fully focus on running the country in order to MAKE AMERICA GREAT AGAIN! While I am not mandated to ...."
"1480505985000","37310","803926488579973120","False","9016","I will be holding a major news conference in New York City with my children on December 15 to discuss the fact that I will be leaving my ..."
"1480504801000","88486","803921522784092160","False","27022","ISIS is taking credit for the terrible stabbing attack at Ohio State University by a Somali refugee who should not have been in our country."
"1480477844000","70742","803808454620094465","False","15167","Big day on Thursday for Indiana and the great workers of that wonderful state.We will keep our companies and jobs in the U.S. Thanks Carrier"
"1480477216000","59224","803805823503925250","False","12614","I will be going to Indiana on Thursday to make a major announcement concerning Carrier A.C. staying in Indianapolis. Great deal for workers!"
"1480462660000","22889","803744769566339072","False","5268","'President-Elect Donald J. Trump Nominates Elaine Chao as Secretary of the Department of Transportation'\nhttps://t.co/5FMGdhAZxB"
"1480453150000","20187","803704881278230528","False","5335","'President-Elect Donald J. Trump Intends to Nominate Congressman Tom Price and Seema Verma.'\nhttps://t.co/ZTh5cuY26Z https://t.co/twIgAKJs3s"
"1480452355000","0","803701545426681856","True","4689","RT @DanScavino: Back to Cincinnati, Ohio this Thursday (12/1/16) at 7pm for #PEOTUS @realDonaldTrump's #ThankYouTour2016! Join us!\nhttps://…"
"1480450092000","90429","803692055897788424","False","23250","My thoughts and prayers are with the great people of Tennessee during these terrible wildfires. Stay safe!"
"1480420513000","182250","803567993036754944","False","60444","Nobody should be allowed to burn the American flag - if they do, there must be consequences - perhaps loss of citizenship or year in jail!"
"1480419282000","59833","803562827776720896","False","14945","I thought that @CNN would get better after they failed so badly in their support of Hillary Clinton however, since election, they are worse!"
"1480418149000","81551","803558077144399873","False","17098","The Great State of Michigan was just certified as a Trump WIN giving all of our MAKE AMERICA GREAT AGAIN supporters another victory - 306!"
"1480388639000","74662","803434300846862336","False","19729",".@CNN is so embarrassed by their total  (100%) support of Hillary Clinton, and yet her loss in a landslide, that they don't know what to do."
"1480386064000","27116","803423503978532864","False","7220","""@sdcritic:  @HighonHillcrest @jeffzeleny @CNN There is NO QUESTION THAT #voterfraud did take place, and in favor of #CorruptHillary !"""
"1480385993000","26454","803423203620245504","False","6116","""@FiIibuster: @jeffzeleny Pathetic - you have no sufficient evidence that Donald Trump did not suffer from voter fraud, shame! Bad reporter."
"1480385754000","25263","803422200594309120","False","6001","""@JoeBowman12: @jeffzeleny just another generic CNN part time wannabe journalist !""  @CNN still doesn't get it. They will never learn!"
"1480385644000","24374","803421742815412224","False","6237","""@HighonHillcrest: @jeffzeleny what PROOF do u have DonaldTrump did not suffer from millions of FRAUD votes? Journalist? Do your job! @CNN"""
"1480366907000","56944","803343150907617284","False","11039","Just met with General Petraeus--was very impressed!"
"1480341726000","69163","803237535178772481","False","19697","If Cuba is unwilling to make a better deal for the Cuban people, the Cuban/American people and the U.S. as a whole, I will terminate deal."
"1480293114000","83308","803033642545115140","False","24693","Serious voter fraud in Virginia, New Hampshire and California - so why isn't the media reporting on this? Serious bias - big problem!"
"1480279292000","39594","802975667197386752","False","8468","states instead of the 15 states that I visited. I would have won even more easily and convincingly (but smaller states are forgotten)!"
"1480278858000","39419","802973848022847489","False","9075","It would have been much easier for me to win the so-called popular vote than the Electoral College in that I would only campaign in 3 or 4--"
"1480278643000","135478","802972944532209664","False","42551","In addition to winning the Electoral College in a landslide, I won the popular vote if you deduct the millions of people who voted illegally"
"1480253370000","61636","802866941820071937","False","13619","Trump is going to be our President. We owe him an open mind and the chance to lead."" So much time and money will be spent - same result! Sad"
"1480252998000","41044","802865382490968064","False","9997","this election. That is a direct threat to our democracy."" She then said, ""We have to accept the results and look to the future, Donald --"
"1480252686000","31929","802864075822788608","False","7514","of position."" Then, separately she stated, ""He said something truly horrifying ... he refused to say that he would respect the results of --"
"1480252085000","30962","802861553905238017","False","7117","during a general election. I, for one, am appalled that somebody that is the nominee of one of our two major parties would take that kind --"
"1480251668000","33568","802859802749784064","False","7836","and fair elections. We've accepted the outcomes when we may not have liked them, and that is what must be expected of anyone standing on a -"
"1480251303000","36072","802858273284255744","False","8859","Hillary's debate answer on delay: ""That is horrifying. That is not the way our democracy works. Been around for 240 years. We've had free --"
"1480249171000","79855","802849330176659456","False","20980","Hillary Clinton conceded the election when she called me just prior to the victory speech and after the results were in. Nothing will change"
"1480219192000","82212","802723588759375873","False","24559","The Democrats, when they incorrectly thought they were going to win, asked that the election night tabulation be accepted. Not so anymore!"
"1480206692000","79364","802671162383802368","False","24796","The Green Party scam to fill up their coffers by asking for impossible recounts is now being joined by the badly defeated &amp; demoralized Dems"
"1480165691000","171957","802499192237080576","False","77772","Fidel Castro is dead!"
"1480000318000","116629","801805564577808385","False","24834","I am working hard, even on Thanksgiving, trying to get Carrier A.C. Company to stay in the U.S. (Indiana). MAKING PROGRESS - Will know soon!"
"1479958236000","156773","801629061831331840","False","38816","Happy Thanksgiving to everyone. We will, together, MAKE AMERICA GREAT AGAIN!"
"1479953846000","142937","801610648010575872","False","39786","Let us give thanks for all that we have, and let us boldly face the exciting new frontiers that lie ahead. Happy Th... https://t.co/RY9mGGjrXm"
"1479860686000","112344","801219908910469120","False","22444","Bus crash in Tennessee so sad &amp; so terrible. Condolences to all family members and loved ones. These beautiful children will be remembered!"
"1479834647000","118437","801110690387857408","False","21818","I am seriously considering Dr. Ben Carson as the head of HUD. I've gotten to know him well--he's a greatly talented person who loves people!"
"1479829231000","27948","801087976889520128","False","5730","The meeting with the @nytimes is back on at 12:30 today. Look forward to it!"
"1479821986000","31223","801057586162319360","False","8406","'Jeff Sessions, a Fitting Selection for Attorney General'\nhttps://t.co/LjKTkAZSFy"
"1479821897000","25733","801057215226544128","False","6909","'President-elect Donald J. Trump's CIA Director Garners Praise'\nhttps://t.co/UFdLWtwBEQ https://t.co/MrPaG7OziQ"
"1479815217000","67595","801029194906038272","False","13689","Great meetings will take place today at Trump Tower concerning the formation of the people who will run our government for the next 8 years."
"1479814606000","40503","801026635579424768","False","9314","The failing @nytimes just announced that complaints about them are at a 15 year high. I can fully understand that - but why announce?"
"1479814278000","31817","801025256487940096","False","7439","Perhaps a new meeting will be set up with the @nytimes. In the meantime they continue to cover me inaccurately and with a nasty tone!"
"1479813405000","56321","801021596228091905","False","13756","I cancelled today's meeting with the failing @nytimes when the terms and conditions of the meeting were changed at the last moment. Not nice"
"1479781336000","53239","800887087780294656","False","17179","Many people would like to see @Nigel_Farage represent Great Britain as their Ambassador to the United States. He would do a great job!"
"1479780861000","65935","800885097775955974","False","15220","Prior to the election it was well known that I have interests in properties all over the world.Only the crooked media makes this a big deal!"
"1479772686000","84745","800850810490023937","False","33496",".@transition2017 update and policy plans for the first 100 days. https://t.co/HTgPXfPWeJ"
"1479650701000","46396","800339165829283840","False","9329","I have always had a good relationship with Chuck Schumer. He is far smarter than Harry R and has the ability to get things done. Good news!"
"1479649145000","68518","800332639844659201","False","17555","General James ""Mad Dog"" Mattis, who is being considered for Secretary of Defense, was very impressive yesterday. A true General's General!"
